evaluated_at,catalog,schema,table_name,quality_check_type,status,downstream_impact,additional_debug_info,root_cause_analysis,error_message,table_lineage_link,slice_key,slice_value,reason,unhealthy_groups
2025-07-20 23:03:58.870349,03_gold,warcraftlogs,player_first_deaths,Freshness,Unknown,,"{'commit_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'is_static': 'false', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None', 'from_backtesting': 'false'}, 'event_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '5.568', 'ml_freshness_seconds': '0.005'}}",,Not enough distinct days with commits in table history (< 3 days) for a valid forecast.,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_first_deaths?activeTab=lineage,,,,[]
2025-07-20 23:03:58.886576,03_gold,warcraftlogs,player_pull_counts,Freshness,Unknown,,"{'commit_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'is_static': 'false', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None', 'from_backtesting': 'false'}, 'event_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '5.624', 'ml_freshness_seconds': '0.003'}}",,Not enough distinct days with commits in table history (< 3 days) for a valid forecast.,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_pull_counts?activeTab=lineage,,,,[]
2025-07-20 23:03:58.892719,03_gold,warcraftlogs,player_dps,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '80', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '23.668639053254445', 'selected_normalized_residual': '1.538461538461539', 'mean_train_data': '15.384615384615385', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_dps?activeTab=lineage,,,,[]
2025-07-20 23:03:58.870349,03_gold,warcraftlogs,player_first_deaths,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '196', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '64.65648388086754', 'selected_normalized_residual': '1.0580151907778323', 'mean_train_data': '61.111111111111114', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_first_deaths?activeTab=lineage,,,,[]
2025-07-20 23:03:58.901142,03_gold,warcraftlogs,player_inting,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '190', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'seasonal', 'selected_mean_abs_residual': '21.60966506142141', 'selected_normalized_residual': '0.6720709229628669', 'mean_train_data': '32.15384615384615', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_inting?activeTab=lineage,,,,[]
2025-07-20 23:03:58.886576,03_gold,warcraftlogs,player_pull_counts,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '47', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '14.010236261710803', 'selected_normalized_residual': '1.031428436444967', 'mean_train_data': '13.583333333333334', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_pull_counts?activeTab=lineage,,,,[]
2025-07-21 00:03:59.508784,03_gold,warcraftlogs,player_dps,Freshness,Unhealthy,"{'impact_level': 1.0, 'num_downstream_tables': 0.0, 'num_queries_on_affected_tables': 23.0}","{'commit_staleness': {'actual_value': '9 days 12 hr 58 min', 'expectation': 'actual_value < 3 days 17 hr 10 min', 'is_violated': 'true', 'error_code': 'None', 'is_static': 'false', 'actual_value_seconds': '824334', 'expectation_threshold_seconds': '321044', 'from_backtesting': 'false'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '6.254', 'ml_freshness_seconds': '0.968'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '94069.55555555556', 'selected_normalized_residual': '0.8269729869647819', 'mean_train_data': '113751.66666666667', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_dps?activeTab=lineage,,,"The table was predicted to be updated by Jul 15 2025, 04:15 AM, but the last update was at Jul 11 2025, 11:05 AM",[]
2025-07-21 00:03:59.512474,03_gold,warcraftlogs,player_inting,Freshness,Unhealthy,"{'impact_level': 2.0, 'num_downstream_tables': 0.0, 'num_queries_on_affected_tables': 43.0}","{'commit_staleness': {'actual_value': '7 days 54 min', 'expectation': 'actual_value < 2 days 17 hr 19 min', 'is_violated': 'true', 'error_code': 'None', 'is_static': 'false', 'actual_value_seconds': '608055', 'expectation_threshold_seconds': '235152', 'from_backtesting': 'false'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '6.179', 'ml_freshness_seconds': '1.245'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '71980.375', 'selected_normalized_residual': '1.0510500589551612', 'mean_train_data': '68484.25', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_inting?activeTab=lineage,,,"The table was predicted to be updated by Jul 16 2025, 04:28 PM, but the last update was at Jul 13 2025, 11:09 PM",[]
2025-07-21 00:03:59.513618,03_gold,warcraftlogs,player_first_deaths,Freshness,Unknown,,"{'commit_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'is_static': 'false', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None', 'from_backtesting': 'false'}, 'event_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '6.183', 'ml_freshness_seconds': '0.001'}}",,Not enough distinct days with commits in table history (< 3 days) for a valid forecast.,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_first_deaths?activeTab=lineage,,,,[]
2025-07-21 00:03:59.511657,03_gold,warcraftlogs,player_pull_counts,Freshness,Unknown,,"{'commit_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'is_static': 'false', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None', 'from_backtesting': 'false'}, 'event_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '6.181', 'ml_freshness_seconds': '0.001'}}",,Not enough distinct days with commits in table history (< 3 days) for a valid forecast.,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_pull_counts?activeTab=lineage,,,,[]
2025-07-21 00:03:59.512474,03_gold,warcraftlogs,player_inting,Completeness,Unhealthy,"{'impact_level': 2.0, 'num_downstream_tables': 0.0, 'num_queries_on_affected_tables': 43.0}","{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 173', 'is_violated': 'True', 'error_code': 'None', 'expectation_threshold': '173', 'expectation_threshold_upper': '173', 'violation_type': 'lower_bound'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'seasonal', 'selected_mean_abs_residual': '1.2634049931775211e-05', 'selected_normalized_residual': '3.929249978781764e-07', 'mean_train_data': '32.15384615384615', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_inting?activeTab=lineage,,,"0 rows were affected in the last 24 hours, which is less than the predicted 173 rows.",[]
2025-07-21 00:03:59.508784,03_gold,warcraftlogs,player_dps,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '80', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '23.668639053254445', 'selected_normalized_residual': '1.538461538461539', 'mean_train_data': '15.384615384615385', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_dps?activeTab=lineage,,,,[]
2025-07-21 00:03:59.513618,03_gold,warcraftlogs,player_first_deaths,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '359', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '61.111111111111114', 'selected_normalized_residual': '1.0', 'mean_train_data': '61.111111111111114', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_first_deaths?activeTab=lineage,,,,[]
2025-07-21 00:03:59.511657,03_gold,warcraftlogs,player_pull_counts,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '0.0', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'seasonal', 'selected_mean_abs_residual': '6.976360286695242e-08', 'selected_normalized_residual': '5.135970763211221e-09', 'mean_train_data': '13.583333333333334', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_pull_counts?activeTab=lineage,,,,[]
2025-07-21 01:02:58.825264,03_gold,warcraftlogs,player_dps,Freshness,Unhealthy,"{'impact_level': 1.0, 'num_downstream_tables': 0.0, 'num_queries_on_affected_tables': 23.0}","{'commit_staleness': {'actual_value': '9 days 13 hr 57 min', 'expectation': 'actual_value < 3 days 17 hr 10 min', 'is_violated': 'true', 'error_code': 'None', 'is_static': 'false', 'actual_value_seconds': '827873', 'expectation_threshold_seconds': '321044', 'from_backtesting': 'false'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '5.826', 'ml_freshness_seconds': '0.924'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '94069.55555555556', 'selected_normalized_residual': '0.8269729869647819', 'mean_train_data': '113751.66666666667', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_dps?activeTab=lineage,,,"The table was predicted to be updated by Jul 15 2025, 04:15 AM, but the last update was at Jul 11 2025, 11:05 AM",[]
2025-07-21 01:02:58.824089,03_gold,warcraftlogs,player_inting,Freshness,Unhealthy,"{'impact_level': 2.0, 'num_downstream_tables': 0.0, 'num_queries_on_affected_tables': 43.0}","{'commit_staleness': {'actual_value': '7 days 1 hr 53 min', 'expectation': 'actual_value < 2 days 17 hr 19 min', 'is_violated': 'true', 'error_code': 'None', 'is_static': 'false', 'actual_value_seconds': '611594', 'expectation_threshold_seconds': '235152', 'from_backtesting': 'false'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '5.88', 'ml_freshness_seconds': '0.973'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '71980.375', 'selected_normalized_residual': '1.0510500589551612', 'mean_train_data': '68484.25', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_inting?activeTab=lineage,,,"The table was predicted to be updated by Jul 16 2025, 04:28 PM, but the last update was at Jul 13 2025, 11:09 PM",[]
2025-07-21 01:02:58.826477,03_gold,warcraftlogs,player_first_deaths,Freshness,Unknown,,"{'commit_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'is_static': 'false', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None', 'from_backtesting': 'false'}, 'event_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '5.82', 'ml_freshness_seconds': '0.001'}}",,Not enough distinct days with commits in table history (< 3 days) for a valid forecast.,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_first_deaths?activeTab=lineage,,,,[]
2025-07-21 01:02:58.834873,03_gold,warcraftlogs,player_pull_counts,Freshness,Unknown,,"{'commit_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'is_static': 'false', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None', 'from_backtesting': 'false'}, 'event_staleness': {'actual_value': 'N/A', 'expectation': 'N/A', 'is_violated': 'false', 'error_code': 'NOT_ENOUGH_DISTINCT_DAYS', 'actual_value_seconds': 'None', 'expectation_threshold_seconds': 'None'}, '_internal': {'smart_scan_version': '1'}, 'profiling': {'describe_history_seconds': '5.799', 'ml_freshness_seconds': '0.009'}}",,Not enough distinct days with commits in table history (< 3 days) for a valid forecast.,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_pull_counts?activeTab=lineage,,,,[]
2025-07-21 01:02:58.824089,03_gold,warcraftlogs,player_inting,Completeness,Unhealthy,"{'impact_level': 2.0, 'num_downstream_tables': 0.0, 'num_queries_on_affected_tables': 43.0}","{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 173', 'is_violated': 'True', 'error_code': 'None', 'expectation_threshold': '173', 'expectation_threshold_upper': '173', 'violation_type': 'lower_bound'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'seasonal', 'selected_mean_abs_residual': '1.2634049931775211e-05', 'selected_normalized_residual': '3.929249978781764e-07', 'mean_train_data': '32.15384615384615', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_inting?activeTab=lineage,,,"0 rows were affected in the last 24 hours, which is less than the predicted 173 rows.",[]
2025-07-21 01:02:58.825264,03_gold,warcraftlogs,player_dps,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '80', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '23.668639053254445', 'selected_normalized_residual': '1.538461538461539', 'mean_train_data': '15.384615384615385', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_dps?activeTab=lineage,,,,[]
2025-07-21 01:02:58.826477,03_gold,warcraftlogs,player_first_deaths,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '359', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'non_seasonal', 'selected_mean_abs_residual': '61.111111111111114', 'selected_normalized_residual': '1.0', 'mean_train_data': '61.111111111111114', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_first_deaths?activeTab=lineage,,,,[]
2025-07-21 01:02:58.834873,03_gold,warcraftlogs,player_pull_counts,Completeness,Healthy,,"{'daily_row_count': {'actual_value': '0', 'expectation': 'actual_value > 0', 'is_violated': 'False', 'error_code': 'None', 'expectation_threshold': '0', 'expectation_threshold_upper': '0.0', 'violation_type': 'none'}, '_internal': {'smart_scan_version': '1'}, 'model_selection': {'final_selected_model': 'seasonal', 'selected_mean_abs_residual': '6.976360286695242e-08', 'selected_normalized_residual': '5.135970763211221e-09', 'mean_train_data': '13.583333333333334', 'enable_reject_model_if_high_residual': 'False'}}",,,https://dbc-4b3f5758-e807.cloud.databricks.com/explore/data/03_gold/warcraftlogs/player_pull_counts?activeTab=lineage,,,,[]
